FUND,ISIN
EuroBonds,3F037QS44Q4D
EuroSwaps,L713910F5QC2
EuroBonds,L713910F5QC2
NiceGrowth,0FX175T6B984
EuroBonds,0FX175T6B984
QuickCashStrategy,5Y6IY3UHO1J5
YetAnotherFund,5Y6IY3UHO1J5
BigEquityReturns,C13LXZB62064
QuickCashStrategy,D66758P90041
NiceGrowth,D66758P90041
BigEquityReturns,SF58U0THZCS4
QuickCashStrategy,SF58U0THZCS4
BigEquityReturns,E1WQ7L8S3019
AnotherFund,Q8W791090K4M
EuroBonds,Q8W791090K4M
NiceGrowth,S39060319472
BigEquityReturns,O1500R560968
BigEquityReturns,4710OEMA4G67
YetAnotherFund,64509L5D0NB6
AnotherFund,067G1238K6GI
QuickCashStrategy,F936FRBYN616
AnotherFund,X8XZ79313HYB
QuickCashStrategy,A852461470Y1
YetAnotherFund,A852461470Y1
EuroSwaps,9617F7646339
NiceGrowth,21450K4H292A
YetAnotherFund,21450K4H292A
YetAnotherFund,ST9PVJ0PSVXI
QuickCashStrategy,43ZWI86O854N
AnotherFund,JA7T0EF19W4H
EuroBonds,JA7T0EF19W4H
BigEquityReturns,T3455J7263PC
AnotherFund,T3455J7263PC
BigEquityReturns,OS98437A8579
YetAnotherFund,OS98437A8579
EuroBonds,4E91D5S9F36B
EuroSwaps,9XW904M2919P
BigEquityReturns,9XW904M2919P
NiceGrowth,26E6APTYU623
EuroBonds,140C5G203176
BigEquityReturns,140C5G203176
EuroBonds,Y6586339RH93
YetAnotherFund,E13MTUIW3H65
EuroBonds,07C2UEWT4947
QuickCashStrategy,07C2UEWT4947
YetAnotherFund,05EJ9AK59X80
EuroSwaps,2S402I8Z2ZI1
AnotherFund,2S402I8Z2ZI1
AnotherFund,8030S3F88797
EuroBonds,9Z4L99L31977
BigEquityReturns,9Z4L99L31977
EuroBonds,MLS1TU6F0478
EuroSwaps,M80P0V2059MV
AnotherFund,QIA13X67SWLE
BigEquityReturns,QIA13X67SWLE
QuickCashStrategy,1NX237912415
AnotherFund,47G446H8AH11
QuickCashStrategy,47G446H8AH11
EuroSwaps,R73359V11NW7
EuroBonds,R73359V11NW7
EuroBonds,Q7V1R023B013
BigEquityReturns,Q7V1R023B013
AnotherFund,WO54060MF3MT
NiceGrowth,6A0287113751
BigEquityReturns,6A0287113751
YetAnotherFund,301B5IF3O0N5
EuroSwaps,1I8J2MZ2V295
YetAnotherFund,3Q4516518LBJ
QuickCashStrategy,3Q4516518LBJ
EuroBonds,4RY4P668A820
YetAnotherFund,V7LBS0A2XNN6
QuickCashStrategy,07MY83W6184U
BigEquityReturns,9PW19445P2H5
QuickCashStrategy,9PW19445P2H5
NiceGrowth,77Q73P3J5548
QuickCashStrategy,33764347H6N1
EuroBonds,33764347H6N1
AnotherFund,29O7QL49Q37W
EuroBonds,C50J3W841EV6
QuickCashStrategy,C50J3W841EV6
NiceGrowth,Q1Y781513574
EuroBonds,JQ9N9Y97T7E0
YetAnotherFund,JQ9N9Y97T7E0
NiceGrowth,L34N13N7X8C1
EuroBonds,L34N13N7X8C1
NiceGrowth,Q4A6YROHH82S
AnotherFund,Q4A6YROHH82S
QuickCashStrategy,N82483967224
QuickCashStrategy,1846744422A2
YetAnotherFund,029PG23GY56E
YetAnotherFund,L80U3V11VMVV
QuickCashStrategy,42HE18IVLT8R
BigEquityReturns,42HE18IVLT8R
AnotherFund,K4L8E6035X5E
BigEquityReturns,K4L8E6035X5E
YetAnotherFund,5R25M2S4432X
NiceGrowth,9BC4D2B0O4S1
BigEquityReturns,G4Z98N52NKR1
EuroBonds,72K8N28H7121
AnotherFund,536N22602924
NiceGrowth,M1S239754944
AnotherFund,4NX31Z4OF19E
EuroSwaps,WSE138936UK6
AnotherFund,WSE138936UK6
EuroSwaps,M5G6YJHL29NB
EuroBonds,504ST155K519
NiceGrowth,504ST155K519
EuroBonds,7D1277474M8K
QuickCashStrategy,7D1277474M8K
NiceGrowth,M6B198I2O7LN
YetAnotherFund,QQ971V92QPA1
BigEquityReturns,OVK9QSK85364
EuroSwaps,F36FYWG082Z4
EuroBonds,F36FYWG082Z4
NiceGrowth,3093A62R12V4
BigEquityReturns,96M7501LP9I0
NiceGrowth,96M7501LP9I0
NiceGrowth,60G5685KFY8C
AnotherFund,76C407071O66
BigEquityReturns,7R8C64II26J6
AnotherFund,7R8C64II26J6
QuickCashStrategy,S8651H0276SV
YetAnotherFund,S8651H0276SV
AnotherFund,Z7U31VUU8V2L
EuroBonds,LTJXQ6009Q14
QuickCashStrategy,J2C61VZL11OD
NiceGrowth,J2C61VZL11OD
BigEquityReturns,CLUB6ZC2V5XX
YetAnotherFund,CLUB6ZC2V5XX
YetAnotherFund,37OSC97I36OX
EuroBonds,37OSC97I36OX
BigEquityReturns,DA84R6558805
NiceGrowth,DA84R6558805
YetAnotherFund,502IC4024236
EuroSwaps,502IC4024236
BigEquityReturns,896A32T6YU34
AnotherFund,851J0573P054
NiceGrowth,851J0573P054
BigEquityReturns,EU8607CA189I
AnotherFund,FO22Z10U7534
QuickCashStrategy,FO22Z10U7534
NiceGrowth,9K557Y6RBDHB
AnotherFund,9K557Y6RBDHB
EuroBonds,G28904DJS105
NiceGrowth,G28904DJS105
QuickCashStrategy,A7560062JA34
QuickCashStrategy,UY91TM743NVK
EuroSwaps,UY91TM743NVK
QuickCashStrategy,5K66J1147IY2
EuroBonds,5K66J1147IY2
QuickCashStrategy,3XE5M896213D
AnotherFund,13T27A964T04
EuroSwaps,13T27A964T04
EuroSwaps,R60ZS5AA9100
YetAnotherFund,R60ZS5AA9100
EuroBonds,8K04LE0XH62H
NiceGrowth,TIHN3R0A755F
AnotherFund,TIHN3R0A755F
BigEquityReturns,8WN04RQXB6BZ
NiceGrowth,8WN04RQXB6BZ
NiceGrowth,FGR1H6CWIL09
EuroSwaps,7JH4S8L4S3X9
AnotherFund,7JH4S8L4S3X9
BigEquityReturns,473O260435S0
EuroBonds,19U02S8F4639
QuickCashStrategy,69408GJV0580
EuroBonds,69408GJV0580
NiceGrowth,8782N60232JM
AnotherFund,285UZ2U08NB5
EuroBonds,285UZ2U08NB5
QuickCashStrategy,97720DYB10P1
EuroSwaps,97720DYB10P1
EuroSwaps,0UO295GF93W1
EuroBonds,0UO295GF93W1
NiceGrowth,CW2QJ85SF8BK
YetAnotherFund,34564JG70494
NiceGrowth,34564JG70494
BigEquityReturns,77M34IKN3G5Y
NiceGrowth,74RA6042079Y
AnotherFund,PI90725V20E3
BigEquityReturns,71G2836SL5NR
YetAnotherFund,RD75YUS82PU5
AnotherFund,442X58XH1IWL
EuroBonds,98291696K216
AnotherFund,RI8789745M7F
EuroSwaps,RI8789745M7F
YetAnotherFund,QU095173D9XV
EuroSwaps,QU095173D9XV
EuroSwaps,OQ9Z58WWGFNO
AnotherFund,OQ9Z58WWGFNO
NiceGrowth,309WG4X44ONT
EuroSwaps,309WG4X44ONT
YetAnotherFund,85V31R21U669
QuickCashStrategy,85V31R21U669
EuroSwaps,TS4184D0OY4S
QuickCashStrategy,TS4184D0OY4S
BigEquityReturns,8EV2R7097UJ3
YetAnotherFund,6489GE0IHEQ4
QuickCashStrategy,105V80FKN169
BigEquityReturns,105V80FKN169
QuickCashStrategy,F69IXV74PL49
AnotherFund,F69IXV74PL49
AnotherFund,VF921136FD48
QuickCashStrategy,227C50EL40TZ
EuroSwaps,227C50EL40TZ
QuickCashStrategy,36Y6J7GR67B2
NiceGrowth,463W535SIS80
EuroBonds,463W535SIS80
AnotherFund,CK2H9317X505
EuroBonds,E1208BU7A808
BigEquityReturns,132JTK5410AB
BigEquityReturns,SX1OF200K7KQ
NiceGrowth,00U8M71U3F41
AnotherFund,00U8M71U3F41
AnotherFund,122370623DD4
YetAnotherFund,122370623DD4
EuroSwaps,A5UVO055602T
BigEquityReturns,A5UVO055602T
QuickCashStrategy,0OB30N4LVK33
BigEquityReturns,0OB30N4LVK33
EuroSwaps,3MTYBV16B2U4
EuroBonds,47VJ70MP1560
NiceGrowth,70842941Z208
YetAnotherFund,4B04860YGIR4
NiceGrowth,4B04860YGIR4
AnotherFund,9C4WND368EQV
YetAnotherFund,9C4WND368EQV
EuroBonds,03SSX7N9752R
EuroSwaps,03SSX7N9752R
AnotherFund,0S1PW56282RP
EuroBonds,FCJS7R3OL368
NiceGrowth,FCJS7R3OL368
AnotherFund,38O903IN3RB6
BigEquityReturns,7VL00WR1CEBL
AnotherFund,7VL00WR1CEBL
EuroSwaps,BK347966N66K
YetAnotherFund,NM8KM10146PL
EuroBonds,58P4Z0050985
EuroBonds,U171V4618JP2
BigEquityReturns,SJ6X52RK1206
YetAnotherFund,SJ6X52RK1206
QuickCashStrategy,633M193O54EI
YetAnotherFund,62794T3RZ5OK
NiceGrowth,2G12151CQ5E7
NiceGrowth,0O9ZC72CQI66
YetAnotherFund,0O9ZC72CQI66
NiceGrowth,4D966OAT2K5I
EuroBonds,5892P0H8568J
NiceGrowth,R1530C5424MU
EuroBonds,J23VX922V88N
YetAnotherFund,J23VX922V88N
YetAnotherFund,49IQ49RN420Q
QuickCashStrategy,3A911UK732C1
EuroSwaps,3A911UK732C1
EuroSwaps,20E531Z1FWFE
EuroBonds,76358W001C8X
AnotherFund,76358W001C8X
AnotherFund,0F5W49N4M1W0
EuroSwaps,I798GSG82GD8
BigEquityReturns,6.18013E+11
EuroSwaps,AE490L31PX8Z
AnotherFund,AE490L31PX8Z
BigEquityReturns,520846448RAM
NiceGrowth,E96L5096JEFB
NiceGrowth,AY0JZ6XOKS68
EuroSwaps,AY0JZ6XOKS68
BigEquityReturns,H8415B32M42G
EuroSwaps,H8415B32M42G
AnotherFund,EH88500788V0
BigEquityReturns,EH88500788V0
QuickCashStrategy,M14XTP6673Q2
BigEquityReturns,168808C27Z11
QuickCashStrategy,168808C27Z11
NiceGrowth,7I0XH08T2QZ0
QuickCashStrategy,ME7Y012L8H5W
EuroSwaps,ME7Y012L8H5W
BigEquityReturns,1X42BWUJ7016
EuroBonds,6U39765W4M1A
BigEquityReturns,73WIK5541N16
EuroBonds,73WIK5541N16
YetAnotherFund,TN0143K90063
NiceGrowth,R3RRV48N63PB
EuroBonds,R3RRV48N63PB
NiceGrowth,4P6E95GTS93M
AnotherFund,4P6E95GTS93M
BigEquityReturns,4MGO32M51346
AnotherFund,FZ606H72VPB4
EuroBonds,FZ606H72VPB4
BigEquityReturns,Q3VKD7F4266Y
NiceGrowth,86C2VLN9535R
QuickCashStrategy,86C2VLN9535R
QuickCashStrategy,KJ9930042Z17
YetAnotherFund,3L00Z8Z7Y371
BigEquityReturns,33G400N0EREI
QuickCashStrategy,55D1TB9834PX
EuroBonds,J96B8702J41G
AnotherFund,6RD3M06S5734
YetAnotherFund,1WO5D65VYHQ2
QuickCashStrategy,1WO5D65VYHQ2
AnotherFund,85I2PK793K68
YetAnotherFund,85I2PK793K68
QuickCashStrategy,467X788496MZ
NiceGrowth,467X788496MZ
EuroSwaps,11N9392882ZC
EuroBonds,11N9392882ZC
EuroBonds,5D0469HN940M
AnotherFund,5D0469HN940M
NiceGrowth,2J6BIKVWP3GO
BigEquityReturns,N47EM4F0968O
EuroBonds,N47EM4F0968O
AnotherFund,8U13C830NYV9
EuroBonds,5772260EW5S8
AnotherFund,COF7487I7M77
EuroBonds,27I29FW6D320
NiceGrowth,WE5787613518
BigEquityReturns,WE5787613518
AnotherFund,17HFH6RVY741
NiceGrowth,45FG5E21883R
BigEquityReturns,45FG5E21883R
EuroBonds,33TN633608P7
EuroSwaps,33TN633608P7
YetAnotherFund,UL4S568H2I6M
YetAnotherFund,42HTN544K7HG
EuroBonds,7645037P3881
YetAnotherFund,7645037P3881
QuickCashStrategy,M5BOVUD4GV19
AnotherFund,M5BOVUD4GV19
EuroBonds,9P3SS7328141
NiceGrowth,VD1585726997
EuroBonds,P1KIAD9IFDQB
QuickCashStrategy,P1KIAD9IFDQB
NiceGrowth,4610SA372840
EuroSwaps,4610SA372840
AnotherFund,2672QC4VE999
YetAnotherFund,4M2M014C0YKQ
AnotherFund,GVP0U0954FG5
NiceGrowth,GVP0U0954FG5
QuickCashStrategy,605Y718K9601
YetAnotherFund,D3H4CLO128L0
NiceGrowth,D3H4CLO128L0
EuroBonds,98X3XDR39897
QuickCashStrategy,98X3XDR39897
QuickCashStrategy,O800W9967696
QuickCashStrategy,19K2729Q4128
EuroSwaps,19K2729Q4128
BigEquityReturns,43QW3906DGHT
EuroSwaps,43QW3906DGHT
QuickCashStrategy,14085RND1P54
QuickCashStrategy,0ZK4GB42X515
AnotherFund,0ZK4GB42X515
EuroSwaps,72093I70C049
AnotherFund,WWQ8TII21779
AnotherFund,SR0R344JT784
QuickCashStrategy,SR0R344JT784
EuroSwaps,9XQ17457Q64X
YetAnotherFund,62349RD4P6BC
AnotherFund,62349RD4P6BC
QuickCashStrategy,RJE568L1C7C5
EuroBonds,RJE568L1C7C5
EuroBonds,S163PH8U4936
QuickCashStrategy,31W52K836DZ5
NiceGrowth,2618R3KLO7D0
QuickCashStrategy,2618R3KLO7D0
QuickCashStrategy,24982B5B93A7
YetAnotherFund,1CQ098OKI253
BigEquityReturns,152691H50U35
QuickCashStrategy,152691H50U35
AnotherFund,644YJ99U2343
EuroSwaps,146TU0V02U9W
BigEquityReturns,146TU0V02U9W
EuroBonds,K0HJFOC25O6S
EuroSwaps,Y0621MP97145
EuroBonds,301K51S0520R
BigEquityReturns,301K51S0520R
BigEquityReturns,5049215T818N
EuroBonds,5049215T818N
QuickCashStrategy,790J7P15P225
YetAnotherFund,790J7P15P225
NiceGrowth,45N080AB9D35
AnotherFund,Y4PMB116G567
EuroSwaps,Y4PMB116G567
EuroSwaps,949Z9CRA6028
EuroBonds,V5S0FK9695R4
EuroSwaps,V5S0FK9695R4
YetAnotherFund,5304010780Z4
NiceGrowth,5304010780Z4
QuickCashStrategy,FX636OTN4231
QuickCashStrategy,152W09BV19X4
EuroSwaps,11PYPV2380S4
QuickCashStrategy,11PYPV2380S4
EuroBonds,V2A184BP16Q5
QuickCashStrategy,3CCY27D714O5
QuickCashStrategy,SBGXUI4Z55RO
EuroBonds,SBGXUI4Z55RO
QuickCashStrategy,1CW36OF7SYI9
EuroBonds,E152S3L85NSW
EuroSwaps,E152S3L85NSW
NiceGrowth,Q5531NBS0F06
YetAnotherFund,Q5531NBS0F06
YetAnotherFund,V475Q8J8J0A3
EuroSwaps,V475Q8J8J0A3
NiceGrowth,D51025A58288
EuroSwaps,D51025A58288
EuroSwaps,C8H1C57I89L2
EuroSwaps,73O4U0222767
NiceGrowth,8X321063QT73
AnotherFund,8X321063QT73
NiceGrowth,37IIO34UP4L4
BigEquityReturns,9CTH763Q1M6P
QuickCashStrategy,9CTH763Q1M6P
BigEquityReturns,SL7ZT42L34H5
EuroSwaps,8725Y0CH843Q
YetAnotherFund,8725Y0CH843Q
EuroBonds,1592F05293U8
YetAnotherFund,T89S8851OLXR
NiceGrowth,T89S8851OLXR
AnotherFund,B27RRV1O6HQ0
EuroSwaps,RU84P96C3T1F
EuroBonds,RU84P96C3T1F
BigEquityReturns,QS036699VF89
NiceGrowth,69QI1PU41QYQ
EuroSwaps,2QO4T991Y864
QuickCashStrategy,C0T2470QU7GC
EuroSwaps,C0T2470QU7GC
EuroSwaps,NRIL6NHF24GA
BigEquityReturns,NRIL6NHF24GA
QuickCashStrategy,V234M80M8844
YetAnotherFund,801H1F525NN3
BigEquityReturns,801H1F525NN3
NiceGrowth,894236W782OX
QuickCashStrategy,CO8IB264904D
BigEquityReturns,359F81YQRNT5
EuroSwaps,359F81YQRNT5
BigEquityReturns,E94HUL4P6177
QuickCashStrategy,34O57TE759F7
EuroSwaps,34O57TE759F7
YetAnotherFund,UH0E4TWM9J01
NiceGrowth,19599J8RZ4C0
BigEquityReturns,3EV58Z747ZYC
QuickCashStrategy,3EV58Z747ZYC
EuroBonds,V86TXF0888D3
QuickCashStrategy,V86TXF0888D3
QuickCashStrategy,254C6F2Z6470
AnotherFund,541B3P0WF2FR
BigEquityReturns,541B3P0WF2FR
NiceGrowth,1KO450609A25
QuickCashStrategy,1GQGQT86JH53
BigEquityReturns,1GQGQT86JH53
AnotherFund,4752VWJTS01Q
AnotherFund,2M06TD0U9895
BigEquityReturns,2M06TD0U9895
YetAnotherFund,J8286VKB4033
NiceGrowth,J8286VKB4033
YetAnotherFund,3GY2239VSM15
BigEquityReturns,61DW1193EV88
EuroSwaps,31MU03ZP06FS
BigEquityReturns,31MU03ZP06FS
QuickCashStrategy,B2J13L50G16S
BigEquityReturns,EK25909X0D89
YetAnotherFund,EK25909X0D89
EuroSwaps,1Y067N3694K8
BigEquityReturns,139RV03092Z2
NiceGrowth,6217YOO40BT5
BigEquityReturns,6217YOO40BT5
AnotherFund,8O3NP018XI5T
EuroBonds,8O3NP018XI5T
QuickCashStrategy,84S9K83346EC
NiceGrowth,4E53E45L909A
BigEquityReturns,I69LTIK72B9W
EuroSwaps,4403546NMPA8
QuickCashStrategy,4403546NMPA8
EuroSwaps,C490P4T17NF3
NiceGrowth,9WE17XBC102I
EuroSwaps,9WE17XBC102I
AnotherFund,CE778F3K352C
YetAnotherFund,0Y2Q4439HB56
NiceGrowth,Y8129189I8A4
YetAnotherFund,Y8129189I8A4
YetAnotherFund,907916H3172F
EuroSwaps,907916H3172F
NiceGrowth,0JQ482X9C68Y
YetAnotherFund,0JQ482X9C68Y
EuroSwaps,8QBZPFDD26C4
YetAnotherFund,E22804WJE485
AnotherFund,E22804WJE485
AnotherFund,389M30I0D983
BigEquityReturns,389M30I0D983
AnotherFund,8CK96K1AVYE6
BigEquityReturns,8CK96K1AVYE6
EuroBonds,7L49R7581258
EuroBonds,52TU70DQBYRL
EuroSwaps,52TU70DQBYRL
QuickCashStrategy,G7I9U9J0C6W6
EuroSwaps,G7I9U9J0C6W6
BigEquityReturns,X68027Z07971
EuroSwaps,X68027Z07971
EuroBonds,8YRQ9W3BMZV0
BigEquityReturns,8YRQ9W3BMZV0
YetAnotherFund,046W631SV0QE
BigEquityReturns,046W631SV0QE
BigEquityReturns,60PPGU21G78I
BigEquityReturns,4.05419E+11
QuickCashStrategy,03OA266M167O
BigEquityReturns,03OA266M167O
QuickCashStrategy,M737M3H71M5F
EuroBonds,M737M3H71M5F
EuroBonds,6SY2HIQ56Z25
AnotherFund,305174EMM267
AnotherFund,1G94WNC773LZ
NiceGrowth,1G94WNC773LZ
QuickCashStrategy,RLPSJ04B06A3
EuroBonds,E9BZ339744CH
EuroBonds,2I03KU6Z6PST
QuickCashStrategy,2I03KU6Z6PST
YetAnotherFund,05Z943233P36
EuroSwaps,6YZ0I01H3F8R
BigEquityReturns,6YZ0I01H3F8R
NiceGrowth,124976TSH404
AnotherFund,TDF93E22L30Q
EuroBonds,TDF93E22L30Q
EuroBonds,66956HQGNJ14
NiceGrowth,66956HQGNJ14
EuroBonds,A2Y963A4NY68
AnotherFund,A2Y963A4NY68
EuroSwaps,2149279V614N
QuickCashStrategy,N23W3Y6TL0RL
AnotherFund,N23W3Y6TL0RL
QuickCashStrategy,10Q942K3T7P1
EuroSwaps,99FSQY115U0Y
QuickCashStrategy,61721I292249
YetAnotherFund,61721I292249
NiceGrowth,7DJ82A68UDO1
EuroBonds,7DJ82A68UDO1
EuroSwaps,NH89HM929D78
AnotherFund,NH89HM929D78
EuroBonds,129882DQ3450
YetAnotherFund,129882DQ3450
BigEquityReturns,53657GH77F53
BigEquityReturns,PZMW725E1U3H
YetAnotherFund,CY8R16H22I32
QuickCashStrategy,CY8R16H22I32
EuroBonds,9PLZ78729686
EuroSwaps,72ECT6X93E8O
EuroSwaps,DH0NWZ94961B
EuroSwaps,2304WMX9RAZ5
QuickCashStrategy,40O174S3A0K5
YetAnotherFund,40O174S3A0K5
AnotherFund,9R35T5PQNTK8
QuickCashStrategy,4YR801Z2A840
AnotherFund,4YR801Z2A840
BigEquityReturns,761VOU7114L1
EuroBonds,761VOU7114L1
QuickCashStrategy,WOAT0GP6VCL5
NiceGrowth,800T15E3O4NU
BigEquityReturns,29N324M1W391
EuroSwaps,29N324M1W391
BigEquityReturns,9J9QRC846ETL
EuroSwaps,9J9QRC846ETL
BigEquityReturns,17661E5APM75
EuroSwaps,10446H7Y83G3
NiceGrowth,D8B8170A0279
YetAnotherFund,A419W07PRF4S
YetAnotherFund,63H4SQK8938A
AnotherFund,751NXUDZ5A9Y
EuroBonds,751NXUDZ5A9Y
EuroSwaps,NW162J136OEO
EuroSwaps,050K7TO2FI37
YetAnotherFund,HHDD0Z8Q33A3
EuroSwaps,HHDD0Z8Q33A3
EuroSwaps,M204I67F7WV4
AnotherFund,6A1PE71I52U3
EuroBonds,JGX3V03235IJ
AnotherFund,0CDE26J53507
YetAnotherFund,672WM716ZD87
EuroSwaps,444T553JIQ01
YetAnotherFund,444T553JIQ01
YetAnotherFund,WUEQCDS23NIW
EuroSwaps,WUEQCDS23NIW
EuroSwaps,AXR32R3M14TQ
BigEquityReturns,51T572202G90
EuroBonds,93UN45H16FH0
QuickCashStrategy,93UN45H16FH0
NiceGrowth,XB81928QQU1A
YetAnotherFund,89XR4HWSA7EH
EuroBonds,973VT5E92FK1
QuickCashStrategy,973VT5E92FK1
NiceGrowth,CK771NL1K46H
AnotherFund,C4347I9C5A9E
NiceGrowth,781GS14ZNM33
YetAnotherFund,781GS14ZNM33
BigEquityReturns,289962A16U88
QuickCashStrategy,5T59LW28G40D
AnotherFund,5T59LW28G40D
AnotherFund,5M3HC10J2U07
YetAnotherFund,5M3HC10J2U07
EuroSwaps,673SQG022KP4
BigEquityReturns,9VN660L31351
AnotherFund,9VN660L31351
BigEquityReturns,6143J79F300S
EuroSwaps,DZZ2702821Y0
YetAnotherFund,DZZ2702821Y0
EuroSwaps,TT44C535Q7YI
BigEquityReturns,7U0083X3970T
AnotherFund,7U0083X3970T
EuroBonds,Q83PAL45FAL3
NiceGrowth,33BW44Q6J370
BigEquityReturns,33BW44Q6J370
YetAnotherFund,1V18PKU9V4R8
AnotherFund,1V18PKU9V4R8
QuickCashStrategy,4160QP8852IJ
EuroBonds,4160QP8852IJ
QuickCashStrategy,BGP16E450WZ9
NiceGrowth,BGP16E450WZ9
YetAnotherFund,Z91516626758
QuickCashStrategy,Z91516626758
YetAnotherFund,48M08X31XW02
NiceGrowth,48M08X31XW02
QuickCashStrategy,2L44V339S1GQ
EuroSwaps,5S2675O1820E
EuroBonds,5S2675O1820E
BigEquityReturns,8ENH24051R7C
NiceGrowth,DALY1D194967
NiceGrowth,L3CY149A4E73
EuroBonds,L3CY149A4E73
NiceGrowth,3839PT82NE04
EuroBonds,3839PT82NE04
YetAnotherFund,TL7NKY2421U8
AnotherFund,TL7NKY2421U8
EuroBonds,5077006U5709
EuroBonds,56E14H6T581M
BigEquityReturns,56E14H6T581M
NiceGrowth,ZG3JPKS4YDGW
EuroSwaps,ZG3JPKS4YDGW
EuroBonds,4CK648C81W95
EuroSwaps,4CK648C81W95
NiceGrowth,29S0D96LD124
YetAnotherFund,29S0D96LD124
EuroBonds,53G36323LV30
EuroSwaps,26M5771N31G7
BigEquityReturns,26M5771N31G7
NiceGrowth,U9LD6T64306V
QuickCashStrategy,7M7228U4LR44
EuroSwaps,25M5EW787L95
NiceGrowth,25M5EW787L95
EuroBonds,0R55356C8XWJ
BigEquityReturns,1J2I225OCM58
AnotherFund,A6569S848Y27
NiceGrowth,A6569S848Y27
EuroBonds,I135229547GN
EuroBonds,6JJ78J89637K
YetAnotherFund,6JJ78J89637K
NiceGrowth,09NW75KP029K
EuroSwaps,09NW75KP029K
YetAnotherFund,003S19W619MG
BigEquityReturns,003S19W619MG
AnotherFund,0Z167I2VG329
EuroSwaps,0Z167I2VG329
EuroSwaps,YS413RJO1RC4
YetAnotherFund,YS413RJO1RC4
EuroBonds,6C68W546P966
AnotherFund,3D2E68417641
EuroBonds,XU819879TG2G
EuroSwaps,44QU4W5301DV
EuroSwaps,1688H1269415
EuroSwaps,B2U0BVF1XF89
AnotherFund,B2U0BVF1XF89
NiceGrowth,9B765829Q7QT
NiceGrowth,0353QJ69XA16
YetAnotherFund,0353QJ69XA16
BigEquityReturns,6TQ2449EAQ0G
AnotherFund,DOQ49T4804L9
AnotherFund,97M105W5785C
NiceGrowth,LDB8VK30KL22
EuroBonds,LDB8VK30KL22
EuroBonds,P56U3K3TD4RL
BigEquityReturns,520E0P4664H4
EuroSwaps,3VO26934B10G
EuroSwaps,197Z683N95G4
YetAnotherFund,197Z683N95G4
YetAnotherFund,6F0406V27U34
NiceGrowth,4B56934V3463
YetAnotherFund,4B56934V3463
NiceGrowth,L5EF3T7X9592
AnotherFund,F9H14423LWAA
QuickCashStrategy,170W8AZB4207
AnotherFund,170W8AZB4207
AnotherFund,X2C72IXTSNN0
EuroSwaps,X2C72IXTSNN0
NiceGrowth,80DR97K03K3G
EuroBonds,88G195266Q6Z
EuroSwaps,UTP1P960213N
QuickCashStrategy,UTP1P960213N
AnotherFund,21CJ2Y665K87
EuroSwaps,I6K1Z184M65G
QuickCashStrategy,350778GHO787
YetAnotherFund,6456W7375Z79
AnotherFund,6456W7375Z79
NiceGrowth,X95417M71198
EuroSwaps,X95417M71198
EuroSwaps,4JKC421V978Z
YetAnotherFund,4JKC421V978Z
YetAnotherFund,D5090Q1PWS8T
YetAnotherFund,504356M7P576
AnotherFund,504356M7P576
NiceGrowth,5D1CW8P3V12E
EuroBonds,72N4N730V7OG
QuickCashStrategy,72N4N730V7OG
EuroBonds,C6985627M494
EuroBonds,70SSE1D6783X
YetAnotherFund,590J46D836J9
AnotherFund,D46A277Z57Y2
YetAnotherFund,D46A277Z57Y2
BigEquityReturns,V7437HQN4W1G
QuickCashStrategy,V7437HQN4W1G
QuickCashStrategy,5P0KS90364T8
EuroBonds,199G33BS4K35
AnotherFund,71LKZRYPU203
AnotherFund,7A2GG18Z9ZNM
EuroBonds,73WCU8662ZC2
QuickCashStrategy,73WCU8662ZC2
BigEquityReturns,XS2S3MM1KJ29
EuroBonds,0V66T906FKA9
BigEquityReturns,0V66T906FKA9
QuickCashStrategy,C69T20C10366
BigEquityReturns,C69T20C10366
AnotherFund,E49A97648835
AnotherFund,9TA52NR63MXA
YetAnotherFund,66LM07808433
QuickCashStrategy,66LM07808433
YetAnotherFund,48JI5193346G
AnotherFund,48JI5193346G
AnotherFund,863265528G4Q
BigEquityReturns,863265528G4Q
BigEquityReturns,GWRZ511TRDG1
QuickCashStrategy,M417O1712A0W
EuroBonds,M417O1712A0W
QuickCashStrategy,5Q1284B533F3
EuroSwaps,G918MMQ43430
NiceGrowth,0BD1F8Y6H381
EuroSwaps,91J4IK153VUB
YetAnotherFund,91J4IK153VUB
BigEquityReturns,120826U477XE
EuroSwaps,120826U477XE
YetAnotherFund,1N1D54QR37C0
EuroSwaps,248KN48VPE36
BigEquityReturns,248KN48VPE36
QuickCashStrategy,692A864WY6PK
NiceGrowth,0G9ER7T221G4
EuroSwaps,6Q82461W9J94
EuroBonds,078ONWM9H07M
BigEquityReturns,18DF525K98SK
QuickCashStrategy,99Z7A7E1H0Y9
YetAnotherFund,99Z7A7E1H0Y9
YetAnotherFund,X1S28387Y086
QuickCashStrategy,X1S28387Y086
AnotherFund,EK7G6RL35VW7
YetAnotherFund,9I032115X3O3
BigEquityReturns,9I032115X3O3
QuickCashStrategy,4T7485K90W77
EuroSwaps,SB75878533A1
AnotherFund,SB75878533A1
EuroBonds,128T2BH35M6D
EuroSwaps,128T2BH35M6D
AnotherFund,YXCBN80J0ZC8
QuickCashStrategy,YXCBN80J0ZC8
EuroSwaps,QKX80678XKI5
EuroBonds,9QNY4LUJ67B5
BigEquityReturns,9QNY4LUJ67B5
QuickCashStrategy,0E3GZ377A0W9
AnotherFund,0E3GZ377A0W9
